,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
57,"[184.13530349731445, 282.67953872680664, -9.006949403556064e-05]","[201.04469299316406, 243.4976291656494, 0.06010296195745468]","[232.14475631713867, 218.0666971206665, 0.08113036304712296]","[255.62740325927734, 196.13353729248047, 0.10001544654369354]","[260.03198623657227, 166.1907148361206, 0.10980278253555298]","[279.6430969238281, 238.05298805236816, 0.06696926057338715]","[302.05482482910156, 249.0194606781006, 0.13305743038654327]","[287.9804229736328, 255.47816276550293, 0.1585494577884674]","[272.8194808959961, 255.29611587524414, 0.1632106900215149]","[283.5069274902344, 266.9172477722168, 0.056500375270843506]","[301.0589599609375, 276.40588760375977, 0.13896603882312775]","[287.3777198791504, 280.61920166015625, 0.16014403104782104]","[271.716365814209, 278.1793212890625, 0.15792161226272583]","[278.491268157959, 293.9315414428711, 0.05599360540509224]","[289.96578216552734, 299.0412139892578, 0.1357283890247345]","[276.26516342163086, 300.7977104187012, 0.14614222943782806]","[261.6585922241211, 297.4830722808838, 0.13353824615478516]","[269.9620819091797, 319.7391700744629, 0.05959778279066086]","[275.71041107177734, 317.67348289489746, 0.12903623282909393]","[262.88549423217773, 316.71552658081055, 0.1501515954732895]","[251.17080688476562, 314.4033908843994, 0.15270881354808807]"
58,"[183.05728912353516, 287.06382751464844, -9.64064965955913e-05]","[199.59697723388672, 248.01074981689453, 0.059906791895627975]","[230.6098747253418, 222.31953620910645, 0.08120336383581161]","[254.4588279724121, 200.34258842468262, 0.10011642426252365]","[259.8490333557129, 170.2327823638916, 0.10889178514480591]","[277.71657943725586, 244.34898376464844, 0.06905340403318405]","[301.05224609375, 255.94728469848633, 0.1351962685585022]","[286.989803314209, 261.64320945739746, 0.1598689705133438]","[271.6117858886719, 261.284122467041, 0.16506019234657288]","[280.9330177307129, 273.5801696777344, 0.058147575706243515]","[298.81311416625977, 283.5434818267822, 0.1413552165031433]","[285.17099380493164, 286.2436294555664, 0.16145014762878418]","[269.75521087646484, 283.2250499725342, 0.157707080245018]","[275.0117301940918, 301.0861873626709, 0.05712335184216499]","[287.0675277709961, 306.37956619262695, 0.1388067752122879]","[273.5672378540039, 306.94167137145996, 0.14923228323459625]","[259.3111228942871, 303.35718154907227, 0.13658705353736877]","[265.5085754394531, 326.942138671875, 0.059421103447675705]","[272.50125885009766, 325.1483917236328, 0.13139823079109192]","[259.862003326416, 323.12347412109375, 0.15485861897468567]","[248.66342544555664, 320.23630142211914, 0.158584862947464]"
59,"[179.50878143310547, 290.0948238372803, -0.00010130887676496059]","[198.2053565979004, 250.75169563293457, 0.06360697001218796]","[229.75229263305664, 225.29139518737793, 0.0829642191529274]","[253.28937530517578, 203.84848594665527, 0.09932373464107513]","[259.40643310546875, 174.3431854248047, 0.10477641969919205]","[275.66911697387695, 248.7326431274414, 0.06581529974937439]","[299.4570732116699, 260.1492404937744, 0.12993836402893066]","[284.7656440734863, 265.1503086090088, 0.1551370471715927]","[269.02698516845703, 264.5640563964844, 0.16148748993873596]","[278.5780906677246, 278.42811584472656, 0.051604337990283966]","[295.90343475341797, 287.99248695373535, 0.1354614794254303]","[281.25186920166016, 289.3748474121094, 0.15630589425563812]","[265.73238372802734, 285.9842777252197, 0.15059468150138855]","[272.7276039123535, 306.1149787902832, 0.0469885878264904]","[283.9163017272949, 310.68586349487305, 0.1294296383857727]","[269.6806335449219, 310.8116054534912, 0.13988664746284485]","[255.21892547607422, 307.5922679901123, 0.12462488561868668]","[263.3563804626465, 332.19154357910156, 0.0468168705701828]","[269.7867774963379, 329.25390243530273, 0.12053981423377991]","[256.2301254272461, 327.0574378967285, 0.14395765960216522]","[244.9860954284668, 324.94174003601074, 0.14546287059783936]"
60,"[176.7137336730957, 291.9126319885254, -0.00010764109174488112]","[196.29335403442383, 253.60499382019043, 0.0563371516764164]","[228.6845588684082, 226.93276405334473, 0.06836968660354614]","[252.8030776977539, 204.6291446685791, 0.08014032989740372]","[259.15950775146484, 174.30779457092285, 0.08081997185945511]","[274.60010528564453, 248.6891269683838, 0.03722477704286575]","[298.3053207397461, 261.5122890472412, 0.1003146693110466]","[282.4871063232422, 266.5767574310303, 0.12908640503883362]","[266.29608154296875, 265.9475898742676, 0.1365998536348343]","[277.57408142089844, 279.3130302429199, 0.0242761243134737]","[295.13805389404297, 288.94248962402344, 0.10303232073783875]","[280.51774978637695, 290.20583152770996, 0.12811070680618286]","[264.9399948120117, 286.8415832519531, 0.12525005638599396]","[271.74474716186523, 307.9823970794678, 0.02217673510313034]","[283.2674980163574, 312.4902534484863, 0.10095133632421494]","[269.4062805175781, 312.11156845092773, 0.11630433052778244]","[254.9860382080078, 308.7601089477539, 0.1035747230052948]","[262.11048126220703, 334.8461723327637, 0.02370011806488037]","[269.8847961425781, 332.2021293640137, 0.09567119181156158]","[256.5886878967285, 329.33984756469727, 0.12097706645727158]","[245.41728973388672, 326.53472900390625, 0.123484767973423]"
61,"[174.73705291748047, 292.0425224304199, -9.868777851806954e-05]","[196.09235763549805, 254.37054634094238, 0.05826810747385025]","[228.85522842407227, 228.3920431137085, 0.07242996990680695]","[253.11941146850586, 205.90820789337158, 0.08644307404756546]","[258.5165214538574, 175.40539741516113, 0.08863203972578049]","[273.83190155029297, 250.16736030578613, 0.04197355732321739]","[297.69128799438477, 261.6664695739746, 0.10682354867458344]","[282.8138542175293, 266.39225006103516, 0.13548733294010162]","[266.71661376953125, 266.3176918029785, 0.1431095004081726]","[277.2191619873047, 280.79197883605957, 0.028088344261050224]","[294.7083282470703, 288.3243942260742, 0.10894983261823654]","[280.8529281616211, 289.5007038116455, 0.13355766236782074]","[264.9018669128418, 286.8255043029785, 0.13071967661380768]","[271.90792083740234, 309.0350532531738, 0.025265978649258614]","[283.80897521972656, 311.58519744873047, 0.10505733639001846]","[270.0916290283203, 310.645751953125, 0.1213943362236023]","[254.87520217895508, 307.09004402160645, 0.11040428280830383]","[262.6581382751465, 335.78267097473145, 0.026153752580285072]","[271.5194320678711, 331.16037368774414, 0.09709782153367996]","[258.5093307495117, 327.5386619567871, 0.12346512824296951]","[246.33970260620117, 324.5181655883789, 0.12752677500247955]"
62,"[176.29018783569336, 291.2947940826416, -0.00011159123096149415]","[197.2056007385254, 254.0902805328369, 0.059414442628622055]","[229.9176788330078, 228.435959815979, 0.07478250563144684]","[253.74126434326172, 205.71146965026855, 0.08975145220756531]","[259.2057991027832, 175.1845407485962, 0.0934741199016571]","[276.94400787353516, 248.45735549926758, 0.04320352151989937]","[300.992431640625, 261.97543144226074, 0.1102970764040947]","[286.1891174316406, 268.25883865356445, 0.1441134363412857]","[269.4465446472168, 267.8199577331543, 0.15685999393463135]","[279.87592697143555, 279.3168354034424, 0.030527547001838684]","[298.2790946960449, 289.7051811218262, 0.11321647465229034]","[285.1247787475586, 292.6011371612549, 0.14487160742282867]","[269.2827606201172, 289.23686027526855, 0.14874795079231262]","[273.0404853820801, 307.73411750793457, 0.02890981361269951]","[284.5338821411133, 313.3598327636719, 0.11083216965198517]","[271.0726737976074, 312.84173011779785, 0.13042505085468292]","[255.83723068237305, 307.8739070892334, 0.12258743494749069]","[261.9635581970215, 334.200439453125, 0.030946219339966774]","[268.3079147338867, 332.2971725463867, 0.10261669754981995]","[255.25745391845703, 328.75064849853516, 0.12936493754386902]","[243.4190559387207, 324.7696781158447, 0.13435600697994232]"
63,"[180.58399200439453, 283.95904541015625, -0.00010334450053051114]","[197.93067932128906, 247.23787307739258, 0.06975987553596497]","[229.2172622680664, 222.12457180023193, 0.08667758852243423]","[253.65886688232422, 201.02911949157715, 0.09750663489103317]","[260.55952072143555, 174.20854568481445, 0.10544644296169281]","[270.90673446655273, 233.04612636566162, 0.030621306970715523]","[307.9537582397461, 256.8633842468262, 0.08887148648500443]","[295.0050354003906, 264.7408390045166, 0.13055706024169922]","[280.36725997924805, 262.3670768737793, 0.15311427414417267]","[273.86621475219727, 258.9745903015137, 0.006205318495631218]","[306.04589462280273, 284.5584011077881, 0.07158810645341873]","[292.3961639404297, 290.03225326538086, 0.11408516764640808]","[279.28619384765625, 284.4437885284424, 0.1310637891292572]","[268.85936737060547, 286.5971374511719, -0.008304145187139511]","[296.92493438720703, 309.1830825805664, 0.06142513453960419]","[281.7814826965332, 311.1737251281738, 0.09534312039613724]","[267.2372627258301, 304.51120376586914, 0.10037558525800705]","[260.6066131591797, 314.5433235168457, -0.01767398603260517]","[281.6714859008789, 327.9488182067871, 0.04468599334359169]","[268.69117736816406, 326.8366527557373, 0.07674810290336609]","[256.04787826538086, 320.50171852111816, 0.08915466070175171]"
64,"[180.36680221557617, 274.2476463317871, -5.560004501603544e-05]","[194.84619140625, 239.31200981140137, 0.059215523302555084]","[226.29632949829102, 216.54569149017334, 0.0652775689959526]","[250.01127243041992, 196.63626194000244, 0.06432592123746872]","[253.0413055419922, 168.80573272705078, 0.0668950006365776]","[262.58838653564453, 216.13407611846924, -0.019622428342700005]","[311.64106369018555, 243.34138870239258, 0.016984401270747185]","[300.9911918640137, 256.29252433776855, 0.06438668072223663]","[286.35950088500977, 255.51830291748047, 0.09491708874702454]","[264.5971870422363, 238.91405582427979, -0.04759800061583519]","[313.1956672668457, 276.89372062683105, -0.008195466361939907]","[295.6031608581543, 287.3901557922363, 0.045123521238565445]","[280.15506744384766, 280.7153034210205, 0.07406994700431824]","[259.5604133605957, 265.9189510345459, -0.06668972223997116]","[300.5873680114746, 303.6196231842041, -0.0196869894862175]","[281.453857421875, 309.889612197876, 0.02411617524921894]","[266.3366889953613, 301.8875312805176, 0.03929257392883301]","[250.6452751159668, 295.3494358062744, -0.08007284998893738]","[279.30957794189453, 324.746732711792, -0.04059853404760361]","[263.4993362426758, 327.1010112762451, -0.007681278977543116]","[249.78445053100586, 318.5962772369385, 0.008318714797496796]"
65,"[171.8767547607422, 266.3449287414551, -0.00010823801858350635]","[200.5528450012207, 242.92505264282227, 0.05276522785425186]","[233.04132461547852, 223.9712619781494, 0.038522858172655106]","[254.93465423583984, 209.57297801971436, 0.010680767707526684]","[261.67734146118164, 192.43185997009277, -0.01528194546699524]","[253.04607391357422, 209.51248168945312, -0.04808648303151131]","[303.12000274658203, 219.98534202575684, -0.068247951567173]","[317.3032760620117, 242.99531936645508, -0.051162585616111755]","[316.3961601257324, 255.13269424438477, -0.03193849325180054]","[243.99229049682617, 220.50487518310547, -0.08805502206087112]","[304.25743103027344, 254.4015598297119, -0.10044834762811661]","[307.7384948730469, 278.87560844421387, -0.05587968975305557]","[299.4878959655762, 284.64245796203613, -0.021337227895855904]","[233.14987182617188, 241.35769844055176, -0.12464599311351776]","[286.35520935058594, 281.4246082305908, -0.12261690199375153]","[280.46483993530273, 299.6227741241455, -0.07165519893169403]","[267.5017547607422, 299.05646324157715, -0.045087456703186035]","[223.77517700195312, 268.5795021057129, -0.15725360810756683]","[264.91992950439453, 297.7997875213623, -0.13915219902992249]","[263.051815032959, 309.0406894683838, -0.1020350530743599]","[254.90497589111328, 309.16022300720215, -0.08121605217456818]"
66,"[173.80062103271484, 271.6339302062988, -0.00010769494838314131]","[216.99079513549805, 276.32761001586914, 0.048690009862184525]","[250.5782699584961, 265.676851272583, 0.05143752321600914]","[276.97790145874023, 261.2764835357666, 0.036842405796051025]","[299.3005561828613, 260.0878143310547, 0.019969647750258446]","[254.68563079833984, 214.70591068267822, 0.014511406421661377]","[288.7202262878418, 194.5700168609619, -0.014293292537331581]","[316.24420166015625, 197.82936573028564, -0.03021381050348282]","[337.6263427734375, 206.40586853027344, -0.039857495576143265]","[246.72792434692383, 210.5190896987915, -0.03309929370880127]","[287.3604965209961, 189.18481349945068, -0.06496062874794006]","[319.7579002380371, 194.42313194274902, -0.08555731177330017]","[343.3007049560547, 204.92600440979004, -0.09538932144641876]","[238.1317901611328, 215.6965684890747, -0.07789906859397888]","[278.15185546875, 196.59293174743652, -0.1070629358291626]","[310.4654312133789, 202.54328727722168, -0.12123768031597137]","[334.18445587158203, 212.91837215423584, -0.1292116343975067]","[231.19434356689453, 229.7070837020874, -0.1177830845117569]","[263.4503936767578, 220.0717306137085, -0.13969303667545319]","[288.2689094543457, 222.31472969055176, -0.14473749697208405]","[308.04895401000977, 228.77843856811523, -0.14909277856349945]"
67,"[164.51547622680664, 275.3855037689209, 6.691712314932374e-06]","[203.78629684448242, 284.9754810333252, 0.021711504086852074]","[241.17586135864258, 279.17959213256836, 0.016826463863253593]","[270.7871627807617, 278.600378036499, -0.0036025159060955048]","[295.65845489501953, 275.2877998352051, -0.028997795656323433]","[250.97915649414062, 219.07456398010254, 0.012128921225667]","[281.48244857788086, 191.3330841064453, -0.009379275143146515]","[304.7918701171875, 176.3894748687744, -0.02830992266535759]","[325.34332275390625, 164.6949005126953, -0.043417125940322876]","[240.95727920532227, 211.68926239013672, -0.02790823206305504]","[270.3200340270996, 179.18695449829102, -0.05380731448531151]","[296.5313148498535, 164.89867687225342, -0.07616622745990753]","[320.0279998779297, 156.06096267700195, -0.09300649166107178]","[226.33380889892578, 211.74194812774658, -0.06783547252416611]","[251.54258728027344, 180.28883457183838, -0.0980938971042633]","[276.5584945678711, 166.94867134094238, -0.12009244412183762]","[299.03846740722656, 159.35112476348877, -0.13504625856876373]","[208.61692428588867, 218.78562927246094, -0.10729490965604782]","[223.87950897216797, 192.44832515716553, -0.1385250687599182]","[239.76099014282227, 177.1937656402588, -0.1603931188583374]","[256.65687561035156, 165.08543014526367, -0.17570601403713226]"
68,"[160.20185470581055, 278.0321502685547, 5.7378027122467756e-05]","[196.0946273803711, 296.3134574890137, -0.017973100766539574]","[232.60244369506836, 297.8979778289795, -0.04678063839673996]","[261.2180709838867, 302.95844078063965, -0.0800749883055687]","[282.5436019897461, 308.53952407836914, -0.11845587193965912]","[252.65111923217773, 230.908842086792, -0.04213215038180351]","[285.3268051147461, 203.13231468200684, -0.07368180900812149]","[308.6624526977539, 190.50377368927002, -0.10085542500019073]","[326.90792083740234, 180.11903285980225, -0.12239360809326172]","[239.21741485595703, 217.49493598937988, -0.06924422085285187]","[273.59630584716797, 180.19400596618652, -0.10233012586832047]","[299.2599296569824, 157.87845611572266, -0.1308978646993637]","[319.8261070251465, 139.066801071167, -0.1512955129146576]","[218.48533630371094, 213.17204475402832, -0.10013911128044128]","[247.02348709106445, 173.866925239563, -0.1367911845445633]","[269.95126724243164, 149.77503776550293, -0.1617407351732254]","[289.5203399658203, 130.95152378082275, -0.18014171719551086]","[192.08213806152344, 217.24639892578125, -0.13270661234855652]","[197.64934539794922, 181.41587734222412, -0.16481263935565948]","[204.24657821655273, 157.31449127197266, -0.18271388113498688]","[211.30788803100586, 135.88407039642334, -0.19587107002735138]"
69,"[153.2498550415039, 286.23802185058594, 2.250053148600273e-05]","[185.92647552490234, 305.8479595184326, -0.020161762833595276]","[225.85506439208984, 307.2191333770752, -0.04242945834994316]","[257.8126335144043, 314.1599178314209, -0.06686750054359436]","[281.28246307373047, 326.91158294677734, -0.10174774378538132]","[252.51859664916992, 246.45263671875, -0.04085683450102806]","[287.30945587158203, 221.82791233062744, -0.06991736590862274]","[312.09325790405273, 208.54495525360107, -0.09251192212104797]","[330.96160888671875, 198.38006973266602, -0.11378254741430283]","[240.25508880615234, 230.26602745056152, -0.06429333984851837]","[276.1836814880371, 195.43371677398682, -0.09325934946537018]","[302.5271987915039, 174.2435073852539, -0.11923287808895111]","[323.69930267333984, 156.55622005462646, -0.1391044557094574]","[219.77262496948242, 222.1882438659668, -0.0924304649233818]","[247.89981842041016, 183.36117267608643, -0.13026660680770874]","[270.3666687011719, 158.3639430999756, -0.16137614846229553]","[290.5856704711914, 137.75254726409912, -0.18350829184055328]","[192.9741668701172, 222.10111141204834, -0.12100138515233994]","[196.83273315429688, 185.15984058380127, -0.15797321498394012]","[200.78275680541992, 160.99634170532227, -0.1771707683801651]","[205.4213523864746, 138.21031093597412, -0.19156667590141296]"
70,"[152.4720859527588, 290.50211906433105, 1.5825373338884674e-05]","[186.36632919311523, 310.9574317932129, -0.011923863552510738]","[229.06530380249023, 313.5629367828369, -0.026620639488101006]","[262.4606132507324, 321.60181045532227, -0.043858177959918976]","[283.8136291503906, 334.0920352935791, -0.06556909531354904]","[255.99040985107422, 250.6974220275879, -0.031093664467334747]","[291.02062225341797, 226.53875827789307, -0.05759097635746002]","[316.0560989379883, 213.45521450042725, -0.07678242772817612]","[334.85408782958984, 203.06777000427246, -0.09419316053390503]","[243.56002807617188, 234.94658946990967, -0.05886812508106232]","[280.80406188964844, 201.96478843688965, -0.09199988096952438]","[308.5737991333008, 182.34568119049072, -0.1202947124838829]","[330.90057373046875, 165.67843437194824, -0.1408841758966446]","[222.1523666381836, 226.5045976638794, -0.09089098125696182]","[252.0048713684082, 189.12025451660156, -0.13354253768920898]","[274.4845962524414, 165.5288314819336, -0.16207826137542725]","[294.808406829834, 146.0892391204834, -0.18134908378124237]","[193.719482421875, 225.66704750061035, -0.1235930547118187]","[198.90552520751953, 188.8370704650879, -0.16403630375862122]","[203.58375549316406, 164.96935844421387, -0.18275295197963715]","[209.35235977172852, 142.58883476257324, -0.19627413153648376]"
71,"[151.15966796875, 291.9862174987793, -1.0570368431217503e-05]","[185.28972625732422, 312.99150466918945, -0.005373750813305378]","[228.90522003173828, 315.1003074645996, -0.01619977317750454]","[262.68712997436523, 320.38530349731445, -0.03166790306568146]","[283.7686347961426, 330.83115577697754, -0.05111728608608246]","[258.5959243774414, 255.2449607849121, -0.020120739936828613]","[294.4556999206543, 232.6011085510254, -0.045750413089990616]","[319.92639541625977, 220.83575248718262, -0.06373175978660583]","[339.97352600097656, 211.04514598846436, -0.07959230989217758]","[247.1817398071289, 239.61959838867188, -0.052702464163303375]","[285.49564361572266, 207.92213916778564, -0.0865180641412735]","[313.48987579345703, 190.35218238830566, -0.11301358044147491]","[337.0238494873047, 174.55355644226074, -0.13172264397144318]","[226.47647857666016, 230.89570999145508, -0.0902329757809639]","[258.165340423584, 195.5121374130249, -0.13352173566818237]","[282.51367568969727, 174.55088138580322, -0.16254059970378876]","[304.59314346313477, 156.82807445526123, -0.18241086602210999]","[198.30547332763672, 229.08993244171143, -0.12805329263210297]","[204.70970153808594, 192.87710666656494, -0.16728901863098145]","[210.4507827758789, 168.88026237487793, -0.18821389973163605]","[217.57152557373047, 145.83160400390625, -0.20379571616649628]"
72,"[148.0867862701416, 286.135196685791, 2.2281446945271455e-05]","[183.77216339111328, 308.82290840148926, -0.0016618260415270925]","[227.45410919189453, 310.63465118408203, -0.010622808709740639]","[261.49389266967773, 314.5595455169678, -0.024030031636357307]","[284.1561698913574, 325.0414180755615, -0.041560783982276917]","[258.0660820007324, 253.4143352508545, -0.022107945755124092]","[296.18310928344727, 232.09280490875244, -0.04635496065020561]","[323.3965301513672, 223.99442195892334, -0.06442428380250931]","[346.4222717285156, 217.9674196243286, -0.08093861490488052]","[247.8690528869629, 236.1866855621338, -0.054903142154216766]","[287.79232025146484, 206.1857557296753, -0.090709388256073]","[318.4183883666992, 190.85426330566406, -0.11958500742912292]","[344.52972412109375, 177.80101776123047, -0.1407638043165207]","[227.83187866210938, 225.83105564117432, -0.09016233682632446]","[261.03891372680664, 190.10381698608398, -0.13157042860984802]","[286.7026138305664, 170.33955574035645, -0.15918542444705963]","[309.78843688964844, 154.5182704925537, -0.17999914288520813]","[200.05508422851562, 222.7836799621582, -0.1264197677373886]","[206.76923751831055, 185.48137664794922, -0.16313891112804413]","[213.72310638427734, 160.93228340148926, -0.1843392699956894]","[222.01663970947266, 137.8833818435669, -0.20033051073551178]"
73,"[143.6866283416748, 276.82745933532715, 3.514855416142382e-05]","[180.2031135559082, 301.2909507751465, -0.006079684477299452]","[224.58858489990234, 305.3868770599365, -0.015065821819007397]","[259.2110061645508, 311.0442352294922, -0.027548635378479958]","[281.8932914733887, 322.4347686767578, -0.043169740587472916]","[255.97579956054688, 249.1962432861328, -0.023376842960715294]","[297.6956558227539, 232.4027681350708, -0.05113748088479042]","[326.83746337890625, 226.76635265350342, -0.07289862632751465]","[351.6843032836914, 222.17190742492676, -0.09247535467147827]","[246.25858306884766, 228.5113763809204, -0.052414193749427795]","[288.9761161804199, 201.89865589141846, -0.08949537575244904]","[320.8229446411133, 187.45265007019043, -0.1202656552195549]","[347.79300689697266, 174.26249027252197, -0.1416342854499817]","[226.62073135375977, 213.72459411621094, -0.08516436815261841]","[263.0659294128418, 181.22207164764404, -0.12685811519622803]","[290.64910888671875, 162.42343425750732, -0.15513691306114197]","[314.8557662963867, 146.86254501342773, -0.17696411907672882]","[199.0765380859375, 206.0888385772705, -0.11799032241106033]","[208.56599807739258, 169.59298610687256, -0.15405087172985077]","[217.3179817199707, 144.41954612731934, -0.17387817800045013]","[226.89655303955078, 120.56117534637451, -0.18694856762886047]"
74,"[144.00464057922363, 266.54791831970215, 1.5836505554034375e-05]","[180.50081253051758, 291.2750244140625, -0.01372313778847456]","[224.05406951904297, 298.7179470062256, -0.02943064644932747]","[259.344425201416, 307.30759620666504, -0.047611456364393234]","[280.59743881225586, 320.60654640197754, -0.07132086902856827]","[257.8450012207031, 244.7442626953125, -0.03522757440805435]","[303.1245422363281, 234.37328338623047, -0.0649566501379013]","[332.5305938720703, 230.30613899230957, -0.08733278512954712]","[358.1297302246094, 225.63563346862793, -0.10676754266023636]","[248.7527084350586, 220.66587924957275, -0.05770796909928322]","[294.4022750854492, 196.81546211242676, -0.09148181974887848]","[326.6697692871094, 182.4982738494873, -0.11948291212320328]","[353.0858612060547, 169.8489475250244, -0.13897143304347992]","[229.47681427001953, 202.52005577087402, -0.08383198082447052]","[267.9742431640625, 171.9704246520996, -0.12426205724477768]","[296.45896911621094, 154.55549240112305, -0.14954638481140137]","[320.4032897949219, 140.87350845336914, -0.1683579981327057]","[201.90908432006836, 191.12628936767578, -0.10903289914131165]","[213.46738815307617, 153.85379791259766, -0.14585326611995697]","[222.97300338745117, 128.65442276000977, -0.16416341066360474]","[232.60217666625977, 105.46029567718506, -0.17451858520507812]"
75,"[146.84844970703125, 254.08533096313477, -1.1715747859852854e-05]","[184.71839904785156, 277.5791931152344, -0.03309062123298645]","[228.02494049072266, 285.5994415283203, -0.06072303652763367]","[263.3648490905762, 292.6486015319824, -0.08800308406352997]","[286.8268394470215, 304.5066261291504, -0.12083768099546432]","[261.7924690246582, 234.36498641967773, -0.06780838966369629]","[307.93766021728516, 228.2161045074463, -0.1077946349978447]","[337.2203063964844, 226.41187191009521, -0.1361832320690155]","[363.89251708984375, 224.11425590515137, -0.1601959615945816]","[252.8080940246582, 209.3058729171753, -0.0803995355963707]","[299.4480895996094, 189.61206436157227, -0.12083575129508972]","[332.0960998535156, 177.93511390686035, -0.15309928357601166]","[360.16597747802734, 167.96364784240723, -0.1779761165380478]","[233.91864776611328, 190.80548286437988, -0.09689433872699738]","[272.6695251464844, 161.98235034942627, -0.13913628458976746]","[300.8459663391113, 145.66786766052246, -0.16841015219688416]","[326.0017776489258, 132.88593292236328, -0.1919209510087967]","[206.38219833374023, 178.9779281616211, -0.11356646567583084]","[219.94108200073242, 143.2785987854004, -0.14847992360591888]","[230.89874267578125, 120.07741928100586, -0.1682286411523819]","[242.1860122680664, 98.88113021850586, -0.18156979978084564]"
76,"[148.91743659973145, 238.89601707458496, -1.177036392618902e-05]","[190.04167556762695, 259.79564666748047, -0.030946776270866394]","[235.0205421447754, 266.0976791381836, -0.05450572073459625]","[270.4062271118164, 273.5203742980957, -0.07703553140163422]","[291.8031311035156, 288.8328552246094, -0.10545942932367325]","[263.79446029663086, 218.85446548461914, -0.0653969869017601]","[310.325927734375, 215.85001945495605, -0.10471614450216293]","[339.3863296508789, 214.77925300598145, -0.13317269086837769]","[366.76197052001953, 213.56866836547852, -0.1572856456041336]","[255.16881942749023, 194.20855522155762, -0.07600164413452148]","[301.08898162841797, 178.16290855407715, -0.11581561714410782]","[332.85789489746094, 168.09070587158203, -0.15068966150283813]","[360.95462799072266, 159.6759796142578, -0.17520157992839813]","[237.21075057983398, 175.71447372436523, -0.09036914259195328]","[275.52207946777344, 148.4113311767578, -0.13210344314575195]","[303.3030891418457, 134.10226821899414, -0.16309769451618195]","[328.4135437011719, 123.5872220993042, -0.18812933564186096]","[210.96683502197266, 163.89334201812744, -0.10467739403247833]","[224.8208236694336, 129.54360008239746, -0.1409268081188202]","[236.37086868286133, 106.71613454818726, -0.16304410994052887]","[249.1213035583496, 85.94480037689209, -0.17874915897846222]"
77,"[153.3937644958496, 237.46207237243652, -4.810684913536534e-05]","[192.3546028137207, 259.81839179992676, -0.026198063045740128]","[236.16060256958008, 268.9131259918213, -0.04944925382733345]","[271.2674140930176, 277.82209396362305, -0.07356701791286469]","[292.75110244750977, 288.5969924926758, -0.1022423580288887]","[261.2989807128906, 218.84273529052734, -0.05775677040219307]","[309.879207611084, 215.66556930541992, -0.09872191399335861]","[339.7819519042969, 213.75024318695068, -0.12653106451034546]","[366.98841094970703, 211.12714290618896, -0.14725463092327118]","[252.39151000976562, 194.12524223327637, -0.06828505545854568]","[299.821834564209, 175.46400547027588, -0.10612866282463074]","[331.9272232055664, 164.5944356918335, -0.13366065919399261]","[360.0006103515625, 155.2676010131836, -0.1541440337896347]","[235.68872451782227, 174.51606273651123, -0.0827590748667717]","[273.9044952392578, 146.86238765716553, -0.12263940274715424]","[301.2553024291992, 130.7649850845337, -0.14592771232128143]","[326.605224609375, 118.50062370300293, -0.16523315012454987]","[212.45323181152344, 160.45801162719727, -0.09674037247896194]","[227.49526977539062, 126.1402416229248, -0.13046075403690338]","[238.5365867614746, 102.9598617553711, -0.1485319286584854]","[251.36098861694336, 81.75646305084229, -0.16246147453784943]"
78,"[156.2848949432373, 220.3137445449829, 4.252234793966636e-05]","[193.71471405029297, 242.94599533081055, -0.030510343611240387]","[236.76517486572266, 252.11013793945312, -0.056577831506729126]","[271.3204574584961, 260.1683807373047, -0.08049363642930984]","[294.6796226501465, 271.16724014282227, -0.10757472366094589]","[267.9181098937988, 204.02885913848877, -0.07412828505039215]","[312.65974044799805, 201.22827529907227, -0.11037100106477737]","[340.3932571411133, 199.16097164154053, -0.137863889336586]","[365.6005096435547, 197.14035987854004, -0.16029846668243408]","[258.8133239746094, 178.02290439605713, -0.08516746759414673]","[303.6208724975586, 163.3499050140381, -0.1254882663488388]","[335.3999328613281, 152.4902057647705, -0.15990112721920013]","[363.3390426635742, 144.00712966918945, -0.18528741598129272]","[240.2639389038086, 158.3949851989746, -0.09945595264434814]","[277.23928451538086, 132.79163360595703, -0.14069871604442596]","[304.71601486206055, 117.89161920547485, -0.17006635665893555]","[328.56101989746094, 107.89823055267334, -0.19627316296100616]","[213.61562728881836, 145.72654724121094, -0.11226414144039154]","[226.63833618164062, 113.43800783157349, -0.14604425430297852]","[238.06535720825195, 90.7990550994873, -0.16802555322647095]","[250.8242416381836, 70.22413730621338, -0.18387283384799957]"
